ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Timepoint	Plane	Nuclei NoBorder - Number of Objects	Nuclei NoBorder - Nucleus Area [µm²] - Mean per Well	Nuclei NoBorder - Nucleus Area [µm²] - StdDev per Well	Nuclei NoBorder - Nucleus Roundness - Mean per Well	Nuclei NoBorder - Nucleus Roundness - StdDev per Well	Nuclei NoBorder - Nucleus Width [µm] - Mean per Well	Nuclei NoBorder - Nucleus Width [µm] - StdDev per Well	Nuclei NoBorder - Nucleus Length [µm] - Mean per Well	Nuclei NoBorder - Nucleus Length [µm] - StdDev per Well	Nuclei NoBorder - Intensity Cell Alexa 647 Mean - Mean per Well	Nuclei NoBorder - Intensity Cell Alexa 647 Mean - StdDev per Well	Nuclei NoBorder - Hoechst Mean - Mean per Well	Nuclei NoBorder - Hoechst Mean - StdDev per Well	Nuclei NoBorder - Intensity Cytoplasm Alexa 647 Mean - Mean per Well	Nuclei NoBorder - Intensity Cytoplasm Alexa 647 Mean - StdDev per Well	Nuclei NoBorder - Intensity Nucleus Alexa 647 Mean - Mean per Well	Nuclei NoBorder - Intensity Nucleus Alexa 647 Mean - StdDev per Well	Nuclei NoBorder - DNA content - Mean per Well	Nuclei NoBorder - DNA content - StdDev per Well	Number of Analyzed Fields	Link
20180320_HT29_EGF_8h	6335	20180320_P1_10perc_BckSub	21123	2018-03-23T18:19:07Z	25513	F11	6	11	1	1	18362	128.659956939	38.4167751128	0.941601188157	0.072770587483	9.60743365249	1.74146532665	14.0258907365	2.7377765416	272.110963786	168.254484256	2518.15409968	778.749144023	287.340024415	176.025033958	263.673495101	185.854072748	320912.047538	133625.57126	11	http://columbus.hms.harvard.edu/browse/measurement/25513/well=6.11
20180320_HT29_EGF_8h	6335	20180320_P1_10perc_BckSub	21123	2018-03-23T18:19:07Z	25513	G2	7	2	1	1	17196	128.005118518	38.0121812146	0.944147918643	0.0703445459534	9.61354827206	1.69190848636	13.9533282983	2.75617171141	297.632467123	171.88552941	2615.52492	867.153194357	307.826241488	177.951604503	298.273938095	193.004326746	330866.373133	140959.641839	11	http://columbus.hms.harvard.edu/browse/measurement/25513/well=7.2
20180320_HT29_EGF_8h	6335	20180320_P1_10perc_BckSub	21123	2018-03-23T18:19:07Z	25513	G3	7	3	1	1	11610	122.691505417	27.4588497285	0.954480511809	0.0533561089558	9.54540329445	1.33954856699	13.556057001	1.926023382	58.2472834601	25.0190829084	2489.30620235	646.466237367	53.6947748111	24.9560651768	67.2340366598	31.1293454364	300604.66517	93570.9001862	11	http://columbus.hms.harvard.edu/browse/measurement/25513/well=7.3
20180320_HT29_EGF_8h	6335	20180320_P1_10perc_BckSub	21123	2018-03-23T18:19:07Z	25513	G4	7	4	1	1	11648	121.19024242	24.6525523864	0.960321940018	0.0481328305565	9.5598718751	1.2534857849	13.3943219555	1.69496391348	138.793520307	75.7534515866	2562.58202414	626.061129322	136.788951255	78.9259979662	149.570402555	84.8147756149	305900.461823	87405.3803959	11	http://columbus.hms.harvard.edu/browse/measurement/25513/well=7.4
20180320_HT29_EGF_8h	6335	20180320_P1_10perc_BckSub	21123	2018-03-23T18:19:07Z	25513	G5	7	5	1	1	11346	118.567457718	25.1109317669	0.962769059448	0.0474443446796	9.46939137939	1.23931313318	13.2168303715	1.73687485745	191.894827688	111.784372337	2581.7227039	636.415651623	189.252001072	116.269128697	207.773544011	124.342494245	302134.357965	91184.7232998	11	http://columbus.hms.harvard.edu/browse/measurement/25513/well=7.5
20180320_HT29_EGF_8h	6335	20180320_P1_10perc_BckSub	21123	2018-03-23T18:19:07Z	25513	G6	7	6	1	1	11370	117.990173778	25.9908147217	0.962594330641	0.0502565687629	9.44850122754	1.25199168419	13.1819215332	1.90246616186	250.692329851	151.8487414	2520.04111438	653.840623925	248.473073922	156.830185812	268.099827873	168.952128553	294610.921181	104900.438301	11	http://columbus.hms.harvard.edu/browse/measurement/25513/well=7.6
20180320_HT29_EGF_8h	6335	20180320_P1_10perc_BckSub	21123	2018-03-23T18:19:07Z	25513	G7	7	7	1	1	11738	117.492320199	25.4641234374	0.965371085311	0.0457498048555	9.45081975105	1.24806614564	13.1241338544	1.74752876679	281.827810359	178.153270829	2553.76765548	643.637315271	279.795120938	181.611795552	301.446673366	199.960154179	297171.171084	96291.9488697	11	http://columbus.hms.harvard.edu/browse/measurement/25513/well=7.7
20180320_HT29_EGF_8h	6335	20180320_P1_10perc_BckSub	21123	2018-03-23T18:19:07Z	25513	G8	7	8	1	1	12062	119.640031891	26.7648549009	0.96528599218	0.0461655407603	9.53650970766	1.29158863988	13.2586835543	1.82387151884	285.52434755	190.151761379	2592.42894047	706.801194214	282.211085272	192.510976496	307.669406687	216.424028004	307905.410368	109459.23474	11	http://columbus.hms.harvard.edu/browse/measurement/25513/well=7.8
20180320_HT29_EGF_8h	6335	20180320_P1_10perc_BckSub	21123	2018-03-23T18:19:07Z	25513	G9	7	9	1	1	12031	122.974453231	28.1937186381	0.964354771618	0.0482254344956	9.66217877523	1.36126158591	13.4578255734	1.81625583605	276.925332008	192.596246653	2630.8674657	731.980575699	274.36701426	192.589524092	297.916353924	223.959635406	321106.658573	115241.403105	11	http://columbus.hms.harvard.edu/browse/measurement/25513/well=7.9
20180320_HT29_EGF_8h	6335	20180320_P1_10perc_BckSub	21123	2018-03-23T18:19:07Z	25513	G10	7	10	1	1	12601	124.626306464	28.8118887167	0.961633722119	0.0495515994983	9.68373502719	1.4075243734	13.6114689028	1.86098883424	286.248480017	202.772431135	2528.36008555	730.982565477	291.458719261	208.556981587	294.427981076	224.934833049	313054.33488	115947.119858	11	http://columbus.hms.harvard.edu/browse/measurement/25513/well=7.10
20180320_HT29_EGF_8h	6335	20180320_P1_10perc_BckSub	21123	2018-03-23T18:19:07Z	25513	G11	7	11	1	1	12763	125.184452956	29.5501388818	0.961803340241	0.0494749216258	9.71471747502	1.4487539011	13.6371646298	1.91136899182	290.633666421	210.228245507	2533.07416113	768.274726464	292.326669801	212.956932329	304.822108929	242.163767658	314058.586094	122043.899212	11	http://columbus.hms.harvard.edu/browse/measurement/25513/well=7.11
