ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Field	Plane	Timepoint	Object Number	X	Y	Bounding Box	Nuclei NoBorder - Object No in Nuclei	Nuclei NoBorder - DNA content	Nuclei NoBorder - Intensity Nucleus Alexa 647 Mean	Nuclei NoBorder - Intensity Cytoplasm Alexa 647 Mean	Nuclei NoBorder - Hoechst Mean	Nuclei NoBorder - Intensity Cell Alexa 647 Mean	Nuclei NoBorder - Nucleus Length [µm]	Nuclei NoBorder - Nucleus Width [µm]	Nuclei NoBorder - Nucleus Roundness	Nuclei NoBorder - Nucleus Area [µm²]
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	11	1178	237	[1167,227,1189,249]	11	592642	165.616	177.873	5363.88	174.017	12.1239	9.93225	0.985124	110.487
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	12	1198	242	[1185,230,1222,255]	12	738838	558.741	461.321	3801.79	491.076	15.1934	12.7195	0.991852	194.34
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	13	1148	245	[1135,237,1161,255]	13	465080	137.755	105.068	4447.61	115.696	12.9501	8.42779	0.950667	104.568
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	14	1161	248	[1154,238,1166,261]	14	710241	92.5932	92.814	6101.39	92.6863	14.2208	8.19034	0.9151	116.406
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	15	1172	252	[1165,240,1179,263]	15	408173	55.0886	59.7926	5237.48	58.0561	10.2259	7.9458	0.962308	77.9331
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	16	913	253	[902,245,927,261]	16	423261	50.6176	31.1505	4206.42	38.0451	12.5634	8.42779	0.893031	100.622
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	17	1184	261	[1175,249,1194,272]	17	438703	50.2393	81.1629	3800.93	68.8983	12.5634	10.1289	0.976621	115.42
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	18	1147	261	[1138,252,1156,270]	18	483105	85.5577	43.281	4708.84	60.3891	11.6254	8.88367	0.938927	102.595
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	19	924	264	[914,254,933,274]	19	453184	56.4565	45.6726	4993.35	48.8222	11.3245	8.19034	0.936616	90.7575
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	20	904	265	[896,256,914,276]	20	440396	53.6267	34.1455	5952.33	39.0983	10.1289	7.9458	0.973288	73.9871
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	21	1161	269	[1152,261,1170,276]	21	408326	47.9286	35.5652	5913.09	40.2432	10.7434	7.16224	0.974948	69.0546
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	22	332	270	[320,259,344,283]	22	1055230	477.962	48.4384	8228.25	185.97	13.2513	10.1289	1.00804	128.244
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	23	1175	273	[1164,263,1185,283]	23	475099	50.1081	36.1744	4338.77	41.2288	12.4451	8.88367	0.910599	109.501
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	24	647	267	[636,254,658,281]	24	450071	88.3483	79.4713	5126.2	81.0296	11.3245	8.19034	0.996141	87.798
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	25	320	278	[312,269,331,290]	25	1013530	157.494	74.8352	12087.1	101.755	12.6417	7.16224	0.853069	83.8521
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	26	332	289	[322,281,341,298]	26	783236	46.9683	35.9396	12602.5	38.7755	9.15708	7.16224	1.00578	62.1492
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	27	617	294	[605,280,630,308]	27	687544	358.065	262.953	5050.41	287.037	13.834	11.2371	1.01152	136.136
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	28	319	302	[307,290,332,317]	28	1003150	69.2403	37.0242	6603.16	47.2536	15.7043	10.1289	0.953878	151.92
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	29	299	303	[290,295,307,314]	29	577073	43.0519	31.9455	7597.05	35.0108	10.3696	7.9458	0.990462	75.9601
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	30	307	319	[293,309,318,329]	30	939636	73.3571	41.2752	6803.57	52.5603	14.8984	9.93225	0.955796	138.109
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	31	1177	326	[1169,317,1195,338]	31	497446	57.4483	30.5466	4347.03	39.1433	17.1457	5.61853	0.608184	114.433
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	32	1204	330	[1192,320,1214,342]	32	888259	54.669	36.8464	6209.79	43.1189	14.4616	10.6974	0.977301	143.042
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	33	290	332	[281,323,301,346]	33	493100	42.4173	29.3071	3935.83	33.8315	14.2208	10.1289	0.92779	125.285
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	34	1184	332	[1176,328,1190,340]	34	591955	83.0517	68.9362	10345.8	76.7333	8.48611	6.2817	1.00438	57.2167
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	35	309	339	[299,327,322,348]	35	880663	52.9795	32.5615	6114.51	40.2051	15.1609	10.1289	0.981551	144.028
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	36	1186	345	[1177,336,1196,353]	36	495687	122.159	112.918	5709.92	116.07	11.1046	7.9458	0.988809	86.8116
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	37	1201	349	[1193,342,1213,358]	37	429357	58.1364	42.5122	4945.85	47.9683	11.1046	8.42779	0.988809	86.8116
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	38	1213	361	[1199,348,1225,374]	38	898859	55.8205	33.4176	5840.79	40.4637	14.7653	11.2371	0.991617	153.893
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	39	728	518	[712,509,738,532]	39	438399	218.463	186.668	4677.91	194.354	10.7434	8.19034	0.956617	93.717
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	40	718	531	[709,520,728,541]	40	448236	69.08	90.3892	6058.29	84.2423	9.78213	8.19034	1.02071	73.9871
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	41	771	533	[760,525,782,541]	41	421100	56.6364	36.7062	6467.65	41.7654	9.42256	7.16224	1.03753	65.1087
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	42	732	550	[718,532,747,586]	42	674431	73.9189	56.8091	6159.14	58.8667	13.2513	8.19034	0.943988	109.501
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	43	780	543	[770,533,788,557]	43	436083	66.2299	44.825	5081.07	51.3136	10.7434	8.19034	0.981427	85.8251
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	44	760	547	[747,536,774,558]	44	921015	53.9811	39.2053	5871.85	44.7725	14.2208	12.0831	0.973288	156.853
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	45	759	563	[752,556,769,569]	45	432831	44.4085	37.6596	6179.66	40.5636	9.78213	7.9458	0.984256	70.0411
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	46	747	569	[736,556,759,580]	46	1373220	72.9415	45.8174	7404.34	58.3464	20.1113	9.93225	0.824819	185.461
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	47	767	572	[760,564,775,584]	47	422089	56.7317	41.2343	5217.89	46.179	10.3696	7.9458	1.03226	80.8926
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	48	748	585	[736,577,770,596]	48	1224530	291.967	59.7652	8220.46	151.793	14.3245	10.1289	0.971512	148.961
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	49	760	598	[742,588,770,607]	49	776810	75.8279	51.1471	6454.46	59.5111	15.1283	8.19034	0.874456	120.352
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	50	864	596	[853,586,872,605]	50	489522	104.807	104.872	5638.91	104.848	11.1046	8.19034	0.947706	86.8116
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	51	879	598	[870,587,887,611]	51	468645	337.792	366.444	4948.55	357.821	11.96	8.19034	0.890578	94.7035
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	52	860	610	[853,602,869,618]	52	461195	51.9211	41.4638	6151.43	45.1776	10.7434	7.9458	0.937696	74.9736
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	53	842	609	[833,602,853,619]	53	433670	47.5529	32.0731	5171.85	36.4013	10.5581	8.19034	0.926101	83.8521
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	54	195	612	[184,601,210,625]	54	915599	74.8937	43.1369	5800.84	53.8565	14.2208	11.5829	1.03938	157.839
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	55	872	616	[863,608,885,626]	55	475121	53.7632	40.682	6337.17	43.8381	9.42256	7.9458	0.981909	74.9736
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	56	843	626	[834,618,855,635]	56	465774	79.6552	46.8643	5427.01	56.1266	11.3245	8.19034	0.940554	85.8251
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	57	209	626	[194,612,220,637]	57	915219	87.9776	31.4706	6923.49	48.6795	13.2513	11.2371	1.02748	132.19
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	58	839	646	[827,633,855,659]	58	688085	45.0385	25.6179	3353.39	32.2291	17.3459	13.9051	0.998494	205.191
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	59	810	684	[801,675,823,694]	59	474265	63.75	37.9821	5463.16	45.25	11.96	7.9458	0.988809	86.8116
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	60	830	691	[820,681,841,702]	60	608754	61.9203	39.0622	4471.65	48.5921	14.2208	10.1289	0.978405	136.136
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	61	784	703	[774,690,795,723]	61	986667	202.441	218.791	5587.56	212.707	18.2602	10.1289	0.909232	176.583
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	62	836	707	[825,697,846,722]	62	807142	173.9	216.177	8181.92	204.029	12.5634	8.19034	0.950898	98.6495
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	63	816	703	[806,691,825,716]	63	800108	124.281	99.9231	6336.41	109.981	12.9501	10.1289	0.998187	126.271
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	64	799	694	[789,684,809,720]	64	1211430	74.3098	83.0978	6674	79.8703	19.5894	10.1289	0.855286	181.515
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	65	809	720	[803,711,816,728]	65	560479	87.254	132.63	4509.14	95.2614	15.0302	8.88367	0.893107	124.298
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	66	823	720	[814,713,834,731]	66	704806	372.882	345.148	6003.82	358.142	13.5093	9.93225	0.952725	117.393
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	67	834	727	[826,721,840,734]	67	414150	59.2963	106.299	7774.44	88.2979	8.19034	5.95935	1.01306	53.2707
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	68	789	720	[782,714,804,726]	68	595463	96.7107	77.375	4988.55	93.5103	19.1824	7.16224	0.644557	119.366
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	69	848	722	[840,711,858,736]	69	506462	78.5701	40.2414	4798.08	52.3392	12.0012	9.93225	1.0331	105.555
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	70	790	731	[782,725,798,741]	70	606593	225.321	47.5541	5641.26	153.437	14.0463	8.19034	0.8391	107.528
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	71	806	733	[798,725,819,744]	71	694674	101.085	47.6552	7491.32	66.3955	10.7434	8.19034	0.949992	92.7305
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	72	837	741	[825,730,846,751]	72	430394	53.0833	39.6303	5193.88	43.1398	12.4451	6.2817	0.918798	82.8656
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	73	782	741	[773,732,796,751]	73	440724	68.6512	43.3711	5194.85	49.7281	11.1046	8.19034	0.973994	84.8386
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	74	856	744	[846,734,866,755]	74	488986	61.1058	37.6234	4766.15	44.7434	11.96	8.42779	0.975483	102.595
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	75	862	764	[849,752,873,775]	75	597437	75.5294	37.1837	5937.41	45.973	12.4451	8.19034	0.963261	100.622
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	76	925	768	[916,758,936,780]	76	839973	153.339	54.11	6704.5	92.6483	15.1609	10.1289	0.897716	125.285
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	77	941	766	[934,759,949,775]	77	557480	575.357	184.526	6727.52	365.906	11.1046	7.9458	0.881289	82.8656
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	78	946	777	[940,766,955,789]	78	669035	284.634	89.1376	7292.41	179.144	12.5634	8.19034	0.906428	91.744
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	79	959	781	[947,768,967,793]	79	601144	73.6036	32.3765	5489.86	44.8798	13.834	8.19034	0.87911	109.501
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	80	931	783	[921,774,940,792]	80	522464	82.5842	27.0952	5243.73	49.6935	12.5634	8.42779	0.887207	99.636
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	81	722	788	[715,782,733,796]	81	470571	74.2533	51.1818	6360.17	59.1193	10.3696	7.16224	0.973288	73.9871
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	82	712	791	[705,783,718,800]	82	535430	92	51.0548	6461.43	72.9618	11.1046	8.19034	0.918798	82.8656
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	83	723	803	[715,796,734,810]	83	462606	67.2987	51.0719	6090.12	56.8565	9.42256	7.9458	0.990462	75.9601
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	84	706	802	[697,787,719,815]	84	916135	142.092	68.9194	6539.98	95.5615	18.3142	8.19034	0.852792	140.082
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	85	1096	868	[1083,861,1109,876]	85	505801	51.1667	42.1467	5340.89	44.8442	11.5829	8.19034	0.925723	94.7035
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	86	1077	874	[1064,863,1088,888]	86	389971	344.989	340.553	4161.16	341.633	11.5829	8.19034	0.996462	93.717
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	87	1093	880	[1088,875,1103,886]	87	451063	50.7191	149.523	5137.51	92.4221	10.9705	8.19034	0.996141	87.798
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	88	814	881	[803,870,826,893]	88	469748	52.7333	29.5519	4535.04	35.0588	11.6254	9.93225	0.981542	103.582
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	89	1110	885	[1100,875,1120,899]	89	796894	65.0522	57.7866	7024.37	60.0571	13.3255	8.42779	0.965854	113.447
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	90	1312	886	[1301,877,1324,895]	90	423531	43.1809	30.2427	4567.33	33.8949	10.2259	8.42779	1.03209	92.7305
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	91	1095	897	[1084,886,1109,907]	91	381572	278.778	319.665	4297.73	309.584	11.1046	8.19034	0.961865	88.7845
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	92	1295	895	[1281,886,1304,908]	92	510043	108.728	93.3907	5019.66	97.2914	12.5634	8.19034	0.96939	101.609
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	93	1309	906	[1301,894,1317,922]	93	650589	75.4865	104.087	5941.41	94.4667	12.9501	8.42779	0.943988	109.501
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	94	1325	901	[1316,893,1333,912]	94	516915	56.1923	43.6087	4030.71	49.2302	14.3245	10.1289	0.973994	128.244
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	95	1289	913	[1281,905,1305,923]	95	383967	260.605	280.174	4525.85	274.545	10.7434	8.19034	0.973994	84.8386
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	96	1321	922	[1309,909,1336,950]	96	437164	57.7217	31.0551	3853.47	35.144	12.9501	10.1289	0.931877	113.447
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	97	1194	957	[1184,947,1203,967]	97	407758	51.0857	29.562	5904.86	34.391	9.15708	7.16224	0.974948	69.0546
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	98	1157	965	[1145,947,1167,979]	98	346370	711.067	463.609	3901.24	505.237	10.3696	8.19034	0.961865	88.7845
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	99	1172	954	[1166,948,1181,970]	99	537891	98.0337	362.137	6126.46	268.116	12.1239	8.19034	0.880112	87.798
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	100	1184	969	[1176,953,1194,983]	100	902995	61.9408	36.4106	6022.09	49.2178	19.1824	8.88367	0.841522	149.947
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	1	1	1	101	1173	979	[1161,969,1185,989]	101	487727	48.1531	44.7917	5044.94	45.8408	11.6254	8.42779	0.938386	96.6765
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	2	1	1	1	236	32	[226,21,248,44]	6	651109	70.303	70.1966	5000.17	70.235	13.834	10.1289	1.0178	130.217
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	2	1	1	2	273	38	[248,28,293,51]	7	680548	138.723	101.396	5035.51	108.055	14.0463	10.1289	1.0069	135.15
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	2	1	1	3	692	120	[683,111,700,136]	8	448742	44.2826	33.3144	4944.4	36.4579	13.3625	8.19034	0.899914	90.7575
