ScreenName	ScreenID	PlateName	PlateID	MeasurementDate	MeasurementID	WellName	Row	Column	Field	Plane	Timepoint	Object Number	X	Y	Bounding Box	Nuclei NoBorder - Object No in Nuclei	Nuclei NoBorder - DNA content	Nuclei NoBorder - Intensity Nucleus Alexa 647 Mean	Nuclei NoBorder - Intensity Cytoplasm Alexa 647 Mean	Nuclei NoBorder - Hoechst Mean	Nuclei NoBorder - Intensity Cell Alexa 647 Mean	Nuclei NoBorder - Nucleus Length [µm]	Nuclei NoBorder - Nucleus Width [µm]	Nuclei NoBorder - Nucleus Roundness	Nuclei NoBorder - Nucleus Area [µm²]
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	99	683	344	[674,337,693,351]	103	724426	47.1875	39.7769	6556.63	43.3391	12.0012	9.93225	0.949498	110.487
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	100	696	334	[688,322,707,343]	104	677998	58.4	43.6395	6248	49.3972	14.2208	7.9458	0.816226	108.514
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	101	968	341	[960,332,976,349]	105	450023	48.6047	31.9785	5304.47	39.9665	10.6974	8.19034	0.973994	84.8386
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	102	700	350	[693,340,706,358]	106	580521	68.8202	42.6203	6612	56.5	12.7195	6.2817	0.814426	87.798
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	103	955	349	[946,340,964,361]	107	403758	52.7564	31.2953	5247.24	37.4723	10.2259	8.19034	0.954168	76.9466
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	104	975	352	[967,345,981,363]	108	528536	51.1683	44.0508	5304.67	48.5438	12.0012	8.42779	0.957098	99.636
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	105	988	356	[980,345,995,365]	109	423115	51.6386	32.3859	5167.55	38.3708	10.7434	8.19034	0.951381	81.8791
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	106	649	354	[640,345,664,375]	110	409289	50.8913	51.1306	4509.7	51.0793	11.3245	7.9458	0.975837	90.7575
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	107	669	354	[660,345,677,362]	111	342094	36.375	30.5625	4816.35	32.3664	10.1289	7.16224	0.993483	71.0276
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	108	716	356	[702,346,725,366]	112	654004	47.7604	32.968	6905.8	37.0723	11.3245	8.19034	0.9632	94.7035
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	109	690	358	[675,350,697,367]	113	741517	34.8778	34.1593	8351.87	34.3971	13.2513	7.16224	0.886757	88.7845
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	110	965	358	[954,349,976,368]	114	451447	54.3366	29.45	4530.96	39.0805	11.5829	8.88367	0.995523	99.636
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	111	636	360	[626,340,646,371]	115	381076	717.081	640.622	3901.95	659.404	11.3245	8.42779	0.98271	97.663
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	112	665	371	[654,361,679,385]	116	858068	56.7643	34.1805	5540.22	42.5626	18.475	8.42779	0.859389	154.88
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	113	626	378	[617,367,636,396]	117	845087	75.661	92.0699	4839.86	84.0689	17.1457	11.2371	0.953918	174.61
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	114	645	376	[636,369,654,385]	118	441613	73.7722	84.04	5666.57	80.0637	10.2259	7.9458	0.962308	77.9331
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	115	644	394	[631,380,658,405]	119	832389	46.5111	41.9478	6250.25	43.2313	15.419	8.19034	0.850129	133.177
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	116	621	392	[613,383,630,403]	120	450741	130.115	35.6053	5251.86	70.0084	10.9705	8.19034	0.981427	85.8251
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	117	604	398	[593,385,616,410]	121	437241	106.702	76.6409	3887.96	83.8403	11.96	9.93225	0.96043	112.46
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	118	537	402	[529,394,555,410]	122	423951	49.1023	36.0377	4883.58	39.87	10.6974	8.19034	0.988809	86.8116
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	119	1285	402	[1273,391,1297,421]	123	897527	58.3168	29.2294	5651.02	38.8258	14.2208	11.9187	0.980954	158.826
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	120	1262	410	[1254,403,1269,426]	124	421953	63.1609	115.721	4916.44	100.007	10.6974	8.19034	0.981427	85.8251
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	121	1275	411	[1269,402,1284,420]	125	434574	54.3579	59.7619	4637.08	56.8939	10.6974	8.88367	1.03914	93.717
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	122	533	415	[525,404,555,425]	126	390832	54.6282	65.346	5079.26	63.4674	10.5581	7.9458	0.954168	76.9466
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	123	376	417	[365,407,389,430]	127	617698	157.798	135.124	6020.71	141.62	11.3245	9.93225	1.01447	102.595
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	124	1268	430	[1248,419,1285,446]	128	794261	659.312	591.834	5710.17	605.993	14.7653	10.1289	0.960132	139.096
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	125	352	427	[341,416,365,441]	129	834657	75.2463	39.4809	6314.05	51.5833	14.6648	9.93225	0.960279	132.19
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	126	1224	427	[1214,418,1234,446]	130	727285	62.4254	38.8406	5501.8	47.0494	15.1609	8.88367	0.992921	132.19
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	127	389	426	[376,417,405,438]	131	798808	65.5918	83.2371	5508.46	77.3151	17.3459	7.9458	0.778751	145.015
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	128	531	432	[523,424,543,442]	132	443710	115.634	41.6474	5485.17	65.4392	9.98178	8.19034	0.986364	80.8926
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	129	794	427	[785,418,806,442]	133	987762	216.818	157.723	6501.84	181.361	20.4758	8.42779	0.761393	151.92
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	130	811	426	[804,418,818,441]	134	647428	143.052	143.384	5706.88	143.241	13.5093	8.42779	0.869565	113.447
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	131	838	428	[815,408,848,440]	135	494628	143.868	267.154	6597.36	254.013	12.0012	5.95935	0.822651	74.9736
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	132	366	432	[354,424,377,445]	136	828335	478.186	416.394	7115.89	442.622	14.2208	8.19034	0.9151	116.406
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	133	1207	431	[1196,423,1216,445]	137	582577	175.705	108.707	5272.79	133.472	13.834	8.19034	0.91596	110.487
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	134	1238	435	[1227,426,1250,445]	138	633034	51.1979	42.3018	6684.38	44.6038	11.6254	7.9458	0.890578	94.7035
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	135	543	442	[530,428,556,455]	139	995146	136.293	72.9222	6725.13	92.0483	13.3255	11.2371	0.998386	147.974
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	136	390	443	[381,436,405,452]	140	844256	125.926	112.265	7014.87	118.725	13.3625	10.1289	0.935104	120.352
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	137	784	440	[767,432,794,450]	141	671945	328.408	413.548	5449.15	383.399	13.2513	9.93225	0.949856	123.312
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	138	834	448	[811,437,841,456]	142	1298600	159.865	75.6157	11859.2	103.121	13.5093	8.42779	0.943988	109.501
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	139	1202	443	[1190,435,1215,450]	143	532987	235.449	98.3107	6070.61	161.88	10.7434	8.19034	0.916221	87.798
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	140	372	447	[361,437,381,460]	144	856753	119.074	198.374	7177.54	167.521	13.2513	9.93225	0.997837	119.366
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	141	849	442	[840,433,858,457]	145	398132	128.904	126.528	3880.6	127.3	12.2855	9.93225	1.01447	102.595
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	142	809	455	[793,440,831,473]	146	2510340	167.926	276.322	10472	241.341	28.1102	10.1289	0.746922	239.718
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	143	351	449	[339,440,363,458]	147	662485	142.351	177.204	6050.04	164.804	12.1239	9.93225	0.979457	109.501
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	144	1196	451	[1188,442,1214,459]	148	438248	122.186	60.6505	5165.67	78.774	12.2855	5.95935	0.795307	84.8386
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	145	385	453	[378,446,393,462]	149	758516	216.632	207.237	7253.77	213.273	12.0012	8.88367	0.987568	104.568
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	146	786	454	[770,448,796,461]	150	670498	891.817	609.169	7308.35	710.66	11.3245	8.19034	0.982756	91.744
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	147	402	453	[393,437,409,469]	151	687475	64.3187	39.4821	7658.1	46.0906	12.5634	7.9458	0.968874	89.771
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	148	324	456	[316,448,333,468]	152	416677	56.3012	39.2757	5088.93	44.0337	10.3696	7.9458	0.951381	81.8791
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	149	339	455	[332,446,345,466]	153	443145	138.243	189.888	6070.43	171.514	10.3696	7.9458	0.964597	73.0006
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	150	839	465	[823,453,853,486]	154	1687800	62.6467	50.6542	5703.02	56.2148	23.6087	11.2371	0.665592	295.948
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	151	378	462	[369,455,394,473]	155	736859	293.262	186.809	6122.52	234.208	13.7983	9.93225	0.874456	120.352
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	152	353	467	[344,457,369,476]	156	571859	346.837	334.742	4712.91	339.435	14.3245	9.93225	0.940044	121.339
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	153	778	465	[769,456,809,484]	157	368470	194.72	293.958	4555.05	282.009	10.1289	8.42779	1.03226	80.8926
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	154	339	474	[323,467,351,481]	158	473628	104.029	59.9032	4706.98	74.0125	12.0012	8.42779	1.00187	100.622
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	155	371	473	[359,464,386,482]	159	377527	832.832	604.606	3789.06	676.193	13.5093	7.9458	0.921065	99.636
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	156	818	473	[810,466,826,481]	160	390911	49.5882	67.9615	4661.92	59.6984	11.3245	8.19034	0.96651	83.8521
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	157	830	482	[822,473,844,495]	161	736365	61.6949	51.1364	6325.81	55.0791	12.1239	9.93225	0.981964	116.406
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	158	815	490	[806,481,829,501]	162	691931	58.8182	36.7897	5796.73	43.9357	12.0012	10.1289	1.03485	119.366
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	159	1220	492	[1199,481,1238,507]	163	863037	56.1154	24.9198	4206.02	34.2695	17.6839	12.5634	0.972638	205.191
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	160	374	492	[359,482,385,507]	164	379512	209.383	137.602	3345.29	155.091	12.9119	8.42779	0.965854	113.447
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	161	1218	514	[1208,504,1230,523]	165	516252	58.932	38.1067	5080.77	44.132	14.3245	7.9458	0.898821	101.609
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	162	370	512	[357,502,379,521]	166	411059	73.8172	77.6232	4480.49	76.0909	13.3625	6.2817	0.839313	91.744
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	163	354	514	[342,504,366,531]	167	547747	79.4231	47.7944	4271.12	59.7471	14.2208	10.1289	0.973994	128.244
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	164	1240	520	[1229,508,1254,532]	168	717809	54.8671	41.6627	4205.99	46.1861	15.5464	12.0831	0.940318	170.664
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	165	376	525	[365,515,385,537]	169	454417	50.4865	31.3508	4149.89	37.2674	11.3245	8.42779	0.979457	109.501
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	166	408	521	[397,513,418,531]	170	465011	70.4949	54.6193	4761.38	59.5773	11.3245	8.19034	0.944661	97.663
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	167	1264	522	[1253,509,1274,536]	171	748765	65.4508	38.4687	6221.44	45.6718	13.5093	8.88367	0.968094	120.352
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	168	427	525	[415,513,441,537]	172	450450	465.708	321.592	4040.86	358.688	12.2855	9.93225	1.02885	111.474
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	169	336	524	[328,514,345,539]	173	457486	50.4691	31.7778	5725.3	36.7255	10.1289	8.19034	1.02402	79.9061
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	170	353	533	[343,523,363,544]	174	499511	64.912	35.58	4050.79	46.8615	13.3255	10.1289	1.01865	123.312
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	171	1248	536	[1239,530,1256,543]	175	422012	51.3836	44.403	5860.12	48.0429	9.78213	7.16224	0.955835	72.0141
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	172	408	540	[395,531,421,550]	176	421466	61.2784	58.0069	4404.49	58.8269	11.5829	8.42779	1.01	95.69
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	173	1257	543	[1248,534,1274,551]	177	746187	66.4545	43.0876	5730.32	51.141	13.3255	10.1289	0.951099	130.217
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	174	1237	544	[1226,530,1247,559]	178	648703	60.8205	39.9596	5620.38	45.8551	13.3255	9.93225	0.976621	115.42
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	175	103	546	[95,538,112,560]	179	724283	73.1125	41.25	9177.48	49.1173	11.1046	7.9458	0.970387	78.9196
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	176	84	548	[75,539,97,562]	180	1240810	152.241	73.9605	10843.1	100.358	13.5093	8.19034	0.937128	114.433
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	177	1172	553	[1159,544,1183,564]	181	468664	49.3786	26.5597	4612.43	32.8949	12.0831	8.42779	0.933007	101.609
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	178	385	554	[373,545,396,563]	182	683924	67.3333	60.3529	6419.32	62.7692	15.1609	7.9458	0.894341	106.541
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	179	1254	560	[1241,549,1276,569]	183	672129	43.2953	68.3492	4572.68	60.3039	15.1934	10.1289	0.963364	146.988
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	180	402	555	[395,548,413,567]	184	412620	72.0235	58.4688	4920.81	63.1714	11.1046	7.9458	1.0099	83.8521
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	181	80	565	[69,549,95,575]	185	921001	71.2735	34.669	7979.56	45.1916	14.1164	8.88367	0.942353	115.42
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	182	369	559	[361,550,377,575]	186	459876	264.01	226.742	4482.42	238.668	12.9501	8.19034	0.904578	102.595
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	183	414	561	[406,554,422,570]	187	383913	51.0588	38.2782	5723.07	42.602	9.93225	7.16224	0.956088	67.0817
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	184	1243	568	[1234,560,1251,580]	188	478085	70.8155	26.4013	4705.15	43.9962	13.2513	8.19034	0.933007	101.609
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	185	395	569	[386,561,405,583]	189	646362	72.6327	70.5034	6685.83	71.3482	14.2208	8.19034	0.838118	96.6765
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	186	1168	570	[1157,561,1178,577]	190	448269	45.8511	34.6694	4834.11	39.4908	10.3696	8.19034	0.989631	92.7305
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	187	381	567	[372,563,388,578]	191	565835	88.4805	135.791	7449.1	105.433	12.0831	7.9458	0.86613	75.9601
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	188	428	567	[419,558,437,578]	192	399184	48.5517	38.9479	4651.14	41.7517	11.3245	8.19034	0.940554	85.8251
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	189	1269	574	[1256,562,1279,592]	194	856514	425.064	415.802	5530.19	418.515	15.7043	10.6974	0.965566	154.88
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	190	410	576	[402,570,421,586]	195	403248	38.2708	35.1855	4258	36.5318	11.5829	8.19034	0.925723	94.7035
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	191	1180	576	[1168,566,1188,587]	196	427756	59.2405	33.8792	5488.76	40.8846	10.3696	7.9458	1.00737	77.9331
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	192	384	577	[374,571,396,585]	197	601085	69.4691	61.6437	7522.4	64.2739	11.1046	7.9458	0.896567	79.9061
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	193	1153	574	[1144,564,1165,585]	198	447236	108.979	76.3398	4722.49	86.7152	11.1046	8.42779	1.00325	94.7035
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	194	1251	579	[1241,569,1259,588]	199	450044	67.3789	58.4589	4802.16	61.9751	11.6254	8.19034	0.996462	93.717
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	195	423	587	[410,578,435,597]	200	783337	35.3025	31.2327	6672.78	32.4619	13.2513	9.93225	0.987281	117.393
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	196	1144	591	[1133,579,1155,603]	201	450324	50.2018	28.9968	4187.97	34.5	11.5829	10.1289	0.968034	107.528
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	197	584	590	[574,582,593,600]	202	442487	53.8933	37.6901	5980.6	43.2903	10.6974	7.16224	0.929361	73.9871
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	198	1167	593	[1155,579,1183,605]	203	796389	48.359	34.7847	5174.95	38.8337	15.1609	11.5829	0.991617	153.893
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	199	601	591	[592,583,611,603]	204	479105	59.3235	48.1882	4761.41	52.364	11.5829	8.42779	0.927053	100.622
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	200	573	595	[565,586,583,607]	205	433488	51.8889	36.859	6103.08	41.6053	10.3696	7.9458	0.993483	71.0276
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	201	615	595	[607,588,624,604]	206	395825	58.8143	41.4046	5732.06	46.4198	9.37006	7.9458	0.974948	69.0546
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	202	592	602	[584,593,600,610]	207	462737	58.6292	56.0595	5270.47	57.3815	10.6974	8.19034	0.996141	87.798
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	203	616	612	[607,603,625,623]	208	441082	51.5895	38.6825	4706.53	42.6895	11.3245	8.42779	0.996462	93.717
20180320_HT29_EGF_8h	6335	20180320_P3_05perc_BckSub	21117	2018-03-23T16:14:35Z	25507	E3	5	3	3	1	1	204	599	613	[591,604,608,624]	209	399985	57.411	41.4109	5554.26	45.6582	10.3696	6.2817	0.955835	72.0141
