AcquisitionType	Channel	ChannelColor	ChannelName	ChannelType	ImageResolutionX@um	ImageResolutionY@um	ImageResolutionZ@um	MainEmissionWavelength@nm	MainExcitationWavelength@nm	Plane	PositionX@um	PositionY@um	PositionZ@um	TimeOffset@s	Timepoint	AbsoluteTime@s	ImageBitPerPixel	ImageHeight	ImageWidth	NumberOfChannels	NumberOfPlanes	NumberOfTimepoints	Field	FieldID	ImageID	PlateRows	PlateColumns	PlateType	PlateName	ScreenName	ScreenID	PlateID	MeasurementID	UserID	MeasurementDate	Row	Column	WellName	WellID	OrientationMatrix	Compression	BufferNo	sourcefilename
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	-1350.785	0	-15	0	1	0	16	1024	1360	2	1	1	6	18720673	18703573	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	2	B2	3924032	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002002-6-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	1350.785	0	-15	0	1	1	16	1024	1360	2	1	1	7	18720681	18703581	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	2	B2	3924032	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002002-7-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	1350.785	0	-15	0	1	1	16	1024	1360	2	1	1	7	18720681	18703581	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	2	B2	3924032	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002002-7-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	-1350.785	-1017.062	-15	0	1	0	16	1024	1360	2	1	1	8	18720689	18703589	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	2	B2	3924032	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002002-8-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	-1350.785	-1017.062	-15	0	1	0	16	1024	1360	2	1	1	8	18720689	18703589	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	2	B2	3924032	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002002-8-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	0	-1017.062	-15	0	1	0	16	1024	1360	2	1	1	9	18720697	18703597	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	2	B2	3924032	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002002-9-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	0	-1017.062	-15	0	1	0	16	1024	1360	2	1	1	9	18720697	18703597	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	2	B2	3924032	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002002-9-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	1350.785	-1017.062	-15	0	1	0	16	1024	1360	2	1	1	10	18720706	18703606	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	2	B2	3924032	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002002-10-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	1350.785	-1017.062	-15	0	1	0	16	1024	1360	2	1	1	10	18720706	18703606	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	2	B2	3924032	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002002-10-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	0	-2034.124	-15	0	1	1	16	1024	1360	2	1	1	11	18720712	18703614	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	2	B2	3924032	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002002-11-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	0	-2034.124	-15	0	1	1	16	1024	1360	2	1	1	11	18720712	18703614	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	2	B2	3924032	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002002-11-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	0	0	-15	0	1	1	16	1024	1360	2	1	1	1	18720635	18703531	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-1-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	0	0	-15	0	1	1	16	1024	1360	2	1	1	1	18720635	18703531	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-1-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	0	2034.124	-15	0	1	0	16	1024	1360	2	1	1	2	18720640	18703543	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-2-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	0	2034.124	-15	0	1	0	16	1024	1360	2	1	1	2	18720640	18703543	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-2-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	1350.785	1017.062	-15	0	1	0	16	1024	1360	2	1	1	3	18720646	18703547	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-3-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	1350.785	1017.062	-15	0	1	0	16	1024	1360	2	1	1	3	18720646	18703547	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-3-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	0	1017.062	-15	0	1	0	16	1024	1360	2	1	1	4	18720654	18703554	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-4-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	0	1017.062	-15	0	1	0	16	1024	1360	2	1	1	4	18720654	18703554	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-4-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	-1350.785	1017.062	-15	0	1	0	16	1024	1360	2	1	1	5	18720662	18703562	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-5-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	-1350.785	1017.062	-15	0	1	0	16	1024	1360	2	1	1	5	18720662	18703562	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-5-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	-1350.785	0	-15	0	1	0	16	1024	1360	2	1	1	6	18720671	18703571	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-6-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	-1350.785	0	-15	0	1	0	16	1024	1360	2	1	1	6	18720671	18703571	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-6-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	1350.785	0	-15	0	1	0	16	1024	1360	2	1	1	7	18720679	18703579	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-7-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	1350.785	0	-15	0	1	0	16	1024	1360	2	1	1	7	18720679	18703579	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-7-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	-1350.785	-1017.062	-15	0	1	1	16	1024	1360	2	1	1	8	18720687	18703587	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-8-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	-1350.785	-1017.062	-15	0	1	1	16	1024	1360	2	1	1	8	18720687	18703587	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-8-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	0	-1017.062	-15	0	1	0	16	1024	1360	2	1	1	9	18720694	18703594	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-9-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	0	-1017.062	-15	0	1	0	16	1024	1360	2	1	1	9	18720694	18703594	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-9-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	1350.785	-1017.062	-15	0	1	0	16	1024	1360	2	1	1	10	18720702	18703602	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-10-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	1350.785	-1017.062	-15	0	1	0	16	1024	1360	2	1	1	10	18720702	18703602	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-10-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	0	-2034.124	-15	0	1	0	16	1024	1360	2	1	1	11	18720710	18703610	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-11-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	0	-2034.124	-15	0	1	0	16	1024	1360	2	1	1	11	18720710	18703610	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	3	B3	3924112	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002003-11-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	0	0	-15	0	1	0	16	1024	1360	2	1	1	1	18720629	18703530	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	4	B4	3924081	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002004-1-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	0	0	-15	0	1	0	16	1024	1360	2	1	1	1	18720629	18703530	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	4	B4	3924081	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002004-1-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	0	2034.124	-15	0	1	0	16	1024	1360	2	1	1	2	18720637	18703537	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	4	B4	3924081	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002004-2-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	0	2034.124	-15	0	1	0	16	1024	1360	2	1	1	2	18720637	18703537	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	4	B4	3924081	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002004-2-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	1350.785	1017.062	-15	0	1	0	16	1024	1360	2	1	1	3	18720645	18703545	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	4	B4	3924081	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002004-3-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	1350.785	1017.062	-15	0	1	0	16	1024	1360	2	1	1	3	18720645	18703545	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	4	B4	3924081	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002004-3-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	0	1017.062	-15	0	1	0	16	1024	1360	2	1	1	4	18720653	18703553	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	4	B4	3924081	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002004-4-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	0	1017.062	-15	0	1	0	16	1024	1360	2	1	1	4	18720653	18703553	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	4	B4	3924081	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002004-4-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	-1350.785	1017.062	-15	0	1	0	16	1024	1360	2	1	1	5	18720661	18703561	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	4	B4	3924081	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002004-5-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	-1350.785	1017.062	-15	0	1	0	16	1024	1360	2	1	1	5	18720661	18703561	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	4	B4	3924081	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002004-5-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	-1350.785	0	-15	0	1	1	16	1024	1360	2	1	1	6	18720669	18703569	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	4	B4	3924081	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002004-6-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	-1350.785	0	-15	0	1	1	16	1024	1360	2	1	1	6	18720669	18703569	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	4	B4	3924081	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002004-6-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	1350.785	0	-15	0	1	0	16	1024	1360	2	1	1	7	18720677	18703577	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	4	B4	3924081	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002004-7-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	1350.785	0	-15	0	1	0	16	1024	1360	2	1	1	7	18720677	18703577	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	4	B4	3924081	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002004-7-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	-1350.785	-1017.062	-15	0	1	0	16	1024	1360	2	1	1	8	18720685	18703585	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	4	B4	3924081	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002004-8-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	-1350.785	-1017.062	-15	0	1	0	16	1024	1360	2	1	1	8	18720685	18703585	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	4	B4	3924081	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002004-8-001001002.tif
WideField	1	10495	HOECHST 33342	Fluorescence	0.993224514937	0.993224514937	0	445	380	1	0	-1017.062	-15	0	1	1	16	1024	1360	2	1	1	9	18720693	18703593	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	4	B4	3924081	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002004-9-001001001.tif
WideField	2	14042180	Alexa 647	Fluorescence	0.993224514937	0.993224514937	0	705	630	1	0	-1017.062	-15	0	1	1	16	1024	1360	2	1	1	9	18720693	18703593	8	12	96 Costar 3603 Verena	20180320_P3_05perc	20180320_HT29_EGF_8h	6335	21115	25505	1253	2018-03-23T16:14:35Z	2	4	B4	3924081	"[[1,0,0],[0,-1,0],[0,0,1]]"	LZW	0	002004-9-001001002.tif
